Account,Payment Method,Maintenance,Churn,Points Used,Monthly Charges,Points,Tenure,Contract,Insurance,Month of Churn,Profit
3689,Electronic Check,No,No,0,1800000,7000,3,Month-to-month,No,None,0
3690,Bank Transfer,Yes,No,0,1300000,1000,62,One year,No,None,0
3691,Credit Card,Yes,No,0,1300000,13000,72,Two years,Yes,None,0
3692,Bank Transfer,Yes,No,0,1900000,14000,63,Two years,Yes,None,0
3693,Bank Transfer,Yes,No,0,1900000,12000,35,One year,No,None,0
3694,Electronic Check,Yes,No,0,1200000,13000,62,One year,No,None,0
3695,Mailed Check,No,No,0,900000,1000,15,Month-to-month,No,None,0
3696,Credit Card,No,No,0,700000,9000,55,Month-to-month,No,None,0
3697,Mailed Check,No,No,0,700000,14000,11,Month-to-month,No,None,0
3698,Bank Transfer,Yes,No,0,1400000,10000,61,One year,No,None,0
3699,Credit Card,Yes,No,0,900000,5000,71,Two years,Yes,None,0
3700,Mailed Check,Yes,No,0,1100000,5000,35,Two years,Yes,None,0
3701,Bank Transfer,No,No,0,1800000,5000,17,Month-to-month,No,None,0
3702,Bank Transfer,Yes,No,0,1600000,4000,47,Two years,Yes,None,0
3703,Mailed Check,No,No,0,1800000,7000,3,Month-to-month,No,None,0
3704,Mailed Check,No,No,0,1100000,12000,3,Month-to-month,No,None,0
3705,Credit Card,Yes,No,0,1300000,9000,44,Two years,Yes,None,0
3706,Mailed Check,No,No,0,1700000,13000,1,Month-to-month,No,None,0
3707,Electronic Check,Yes,No,0,1000000,7000,44,One year,No,None,0
3708,Electronic Check,No,No,0,1200000,10000,18,Month-to-month,No,None,0
3709,Bank Transfer,Yes,No,0,900000,12000,65,Two years,Yes,None,0
3710,Mailed Check,Yes,No,0,800000,3000,3,One year,No,None,0
3711,Mailed Check,Yes,No,0,1000000,5000,33,Two years,Yes,None,0
3712,Bank Transfer,Yes,No,0,700000,3000,34,One year,No,None,0
3713,Mailed Check,Yes,No,0,900000,13000,14,Two years,Yes,None,0
3714,Mailed Check,No,No,0,1000000,3000,13,Month-to-month,No,None,0
3715,Mailed Check,Yes,No,0,1200000,3000,23,One year,No,None,0
3716,Mailed Check,Yes,No,0,1100000,7000,47,Two years,Yes,None,0
3717,Mailed Check,No,No,0,900000,1000,17,Month-to-month,No,None,0
3718,Electronic Check,No,No,0,1700000,2000,59,Month-to-month,No,None,0
3719,Credit Card,Yes,No,0,1700000,3000,69,Two years,Yes,None,0
3720,Mailed Check,No,No,0,900000,10000,10,Month-to-month,No,None,0
3721,Bank Transfer,Yes,No,0,1400000,10000,12,Two years,Yes,None,0
3722,Mailed Check,No,No,0,1900000,4000,39,Month-to-month,No,None,0
3723,Credit Card,Yes,No,0,1400000,2000,71,Two years,Yes,None,0
3724,Credit Card,Yes,No,0,1600000,13000,71,Two years,Yes,None,0
3725,Credit Card,Yes,No,0,1100000,3000,33,One year,No,None,0
3726,Mailed Check,No,No,0,1500000,7000,67,Month-to-month,No,None,0
3727,Credit Card,Yes,No,0,1200000,12000,52,Two years,Yes,None,0
3728,Electronic Check,Yes,No,0,800000,1000,70,One year,No,None,0
3729,Electronic Check,No,No,0,800000,9000,1,Month-to-month,No,None,0
3730,Mailed Check,No,No,0,1000000,11000,1,Month-to-month,No,None,0
3731,Mailed Check,Yes,No,0,1200000,7000,52,One year,No,None,0
3732,Mailed Check,No,No,0,1900000,2000,6,Month-to-month,No,None,0
3733,Mailed Check,No,No,0,1900000,12000,7,Month-to-month,No,None,0
3734,Credit Card,Yes,No,0,1000000,8000,26,One year,No,None,0
3735,Electronic Check,No,No,0,1400000,6000,25,Month-to-month,No,None,0
3736,Mailed Check,Yes,No,0,1700000,10000,69,Two years,Yes,None,0
3737,Credit Card,Yes,No,0,1900000,13000,72,Two years,Yes,None,0
3738,Mailed Check,No,No,0,1900000,14000,4,Month-to-month,No,None,0
3739,Mailed Check,Yes,No,0,1900000,11000,59,Two years,Yes,None,0
3740,Bank Transfer,Yes,No,0,1800000,2000,67,Two years,Yes,None,0
3741,Electronic Check,No,No,0,1100000,6000,26,Month-to-month,No,None,0
3742,Mailed Check,Yes,No,0,1800000,2000,27,One year,No,None,0
3743,Bank Transfer,Yes,No,0,1500000,1000,72,Two years,Yes,None,0
3744,Electronic Check,No,No,0,700000,10000,6,Month-to-month,No,None,0
3745,Credit Card,Yes,No,0,800000,9000,62,Two years,Yes,None,0
3746,Electronic Check,Yes,No,0,1800000,11000,20,One year,No,None,0
3747,Credit Card,No,No,0,1200000,1000,6,Month-to-month,No,None,0
3748,Mailed Check,Yes,No,0,1500000,9000,51,Two years,Yes,None,0
3749,Credit Card,Yes,No,0,900000,1000,61,Two years,Yes,None,0
3750,Electronic Check,No,No,0,1800000,5000,62,Month-to-month,No,None,0
3751,Bank Transfer,Yes,No,0,1700000,4000,72,Two years,Yes,None,0
3752,Electronic Check,No,No,0,900000,4000,13,Month-to-month,No,None,0
3753,Mailed Check,Yes,No,0,1700000,13000,38,Two years,Yes,None,0
3754,Electronic Check,No,No,0,1600000,12000,34,Month-to-month,No,None,0
3755,Mailed Check,No,No,0,800000,5000,18,Month-to-month,No,None,0
3756,Mailed Check,Yes,No,0,1800000,4000,56,One year,No,None,0
3757,Bank Transfer,No,No,0,1800000,10000,36,Month-to-month,No,None,0
3758,Credit Card,No,No,0,900000,1000,57,Month-to-month,No,None,0
3759,Bank Transfer,Yes,No,0,1600000,6000,70,Two years,Yes,None,0
3760,Electronic Check,No,No,0,1000000,7000,68,Month-to-month,No,None,0
3761,Electronic Check,No,No,0,1400000,11000,1,Month-to-month,No,None,0
3762,Credit Card,No,No,0,1400000,8000,37,Month-to-month,No,None,0
3763,Mailed Check,No,No,0,1800000,12000,4,Month-to-month,No,None,0
3764,Mailed Check,No,No,0,800000,14000,1,Month-to-month,No,None,0
3765,Credit Card,No,No,0,1200000,8000,20,Month-to-month,No,None,0
3766,Bank Transfer,Yes,No,0,700000,6000,72,Two years,Yes,None,0
3767,Bank Transfer,No,No,0,1900000,13000,11,Month-to-month,No,None,0
3768,Credit Card,Yes,No,0,800000,8000,33,Two years,Yes,None,0
3769,Electronic Check,Yes,No,0,1400000,13000,62,One year,No,None,0
3770,Mailed Check,No,No,0,1400000,2000,1,Month-to-month,No,None,0
3771,Bank Transfer,No,No,0,1000000,8000,16,Month-to-month,No,None,0
3772,Mailed Check,Yes,No,0,800000,12000,22,One year,No,None,0
3773,Bank Transfer,No,No,0,700000,14000,49,Month-to-month,No,None,0
3774,Credit Card,Yes,No,0,1800000,5000,36,One year,No,None,0
3775,Electronic Check,No,No,0,1500000,6000,31,Month-to-month,No,None,0
3776,Electronic Check,No,No,0,1800000,5000,5,Month-to-month,No,None,0
3777,Credit Card,Yes,No,0,1500000,13000,66,Two years,Yes,None,0
3778,Bank Transfer,Yes,No,0,1800000,2000,64,Two years,Yes,None,0
3779,Credit Card,No,No,0,800000,8000,10,Month-to-month,No,None,0
3780,Bank Transfer,Yes,No,0,1300000,4000,57,Two years,Yes,None,0
3781,Mailed Check,No,No,0,800000,11000,46,Month-to-month,No,None,0
3782,Bank Transfer,Yes,No,0,800000,7000,53,Two years,Yes,None,0
3783,Credit Card,Yes,No,0,1900000,5000,17,One year,No,None,0
3784,Mailed Check,Yes,No,0,1400000,7000,38,Two years,Yes,None,0
3785,Mailed Check,Yes,No,0,1800000,1000,15,One year,No,None,0
3786,Electronic Check,No,No,0,1500000,5000,22,Month-to-month,No,None,0
3787,Bank Transfer,Yes,No,0,900000,9000,57,One year,No,None,0
3788,Credit Card,No,No,0,1100000,7000,11,Month-to-month,No,None,0
3789,Mailed Check,Yes,No,0,1200000,4000,1,Two years,Yes,None,0
3790,Bank Transfer,Yes,No,0,1700000,1000,12,Two years,Yes,None,0
3791,Electronic Check,No,No,0,1800000,13000,36,Month-to-month,No,None,0
3792,Electronic Check,No,No,0,1200000,4000,2,Month-to-month,No,None,0
3793,Bank Transfer,Yes,No,0,700000,5000,72,Two years,Yes,None,0
3794,Bank Transfer,Yes,No,0,1700000,4000,62,Two years,Yes,None,0
3795,Electronic Check,No,No,0,1300000,9000,6,Month-to-month,No,None,0
3796,Mailed Check,Yes,No,0,1700000,9000,48,Two years,Yes,None,0
3797,Electronic Check,Yes,No,0,1300000,12000,35,Two years,Yes,None,0
3798,Electronic Check,Yes,No,0,1800000,9000,46,One year,No,None,0
3799,Credit Card,Yes,No,0,1600000,14000,69,One year,No,None,0
3800,Credit Card,Yes,No,0,1900000,1000,65,Two years,Yes,None,0
3801,Credit Card,Yes,No,0,800000,9000,72,Two years,Yes,None,0
3802,Mailed Check,Yes,No,0,700000,8000,17,One year,No,None,0
3803,Electronic Check,Yes,No,0,1100000,2000,51,One year,No,None,0
3804,Credit Card,Yes,No,0,900000,10000,51,Two years,Yes,None,0
3805,Bank Transfer,Yes,No,0,1900000,2000,72,Two years,Yes,None,0
3806,Mailed Check,No,No,0,1000000,8000,34,Month-to-month,No,None,0
3807,Bank Transfer,Yes,No,0,1500000,3000,67,Two years,Yes,None,0
3808,Bank Transfer,Yes,No,0,1800000,7000,49,One year,No,None,0
3809,Mailed Check,Yes,No,0,800000,2000,53,Two years,Yes,None,0
3810,Electronic Check,No,No,0,1700000,8000,27,Month-to-month,No,None,0
3811,Credit Card,Yes,No,0,1000000,10000,69,Two years,Yes,None,0
3812,Bank Transfer,No,No,0,700000,2000,2,Month-to-month,No,None,0
3813,Mailed Check,Yes,No,0,1700000,14000,46,One year,No,None,0
3814,Bank Transfer,Yes,No,0,1600000,6000,54,Two years,Yes,None,0
3815,Bank Transfer,No,No,0,700000,2000,20,Month-to-month,No,None,0
3816,Mailed Check,No,No,0,1700000,6000,11,Month-to-month,No,None,0
3817,Electronic Check,No,No,0,1700000,10000,30,Month-to-month,No,None,0
3818,Bank Transfer,Yes,No,0,700000,4000,68,Two years,Yes,None,0
3819,Electronic Check,No,No,0,1200000,12000,38,Month-to-month,No,None,0
3820,Electronic Check,No,No,0,1400000,6000,1,Month-to-month,No,None,0
3821,Electronic Check,Yes,No,0,1200000,6000,63,Two years,Yes,None,0
3822,Electronic Check,Yes,No,0,1200000,3000,3,One year,No,None,0
3823,Bank Transfer,Yes,No,0,1200000,9000,48,One year,No,None,0
3824,Credit Card,Yes,No,0,700000,10000,66,One year,No,None,0
3825,Credit Card,Yes,No,0,1200000,5000,68,Two years,Yes,None,0
3826,Mailed Check,Yes,No,0,1400000,9000,7,One year,No,None,0
3827,Bank Transfer,Yes,No,0,800000,13000,72,Two years,Yes,None,0
3828,Mailed Check,No,No,0,900000,13000,29,Month-to-month,No,None,0
3829,Electronic Check,No,No,0,900000,10000,37,Month-to-month,No,None,0
3830,Mailed Check,Yes,No,0,1000000,11000,59,One year,No,None,0
3831,Electronic Check,No,No,0,1200000,8000,60,Month-to-month,No,None,0
3832,Mailed Check,No,No,0,1700000,1000,27,Month-to-month,No,None,0
3833,Mailed Check,No,No,0,1000000,2000,17,Month-to-month,No,None,0
3834,Mailed Check,Yes,No,0,1600000,1000,58,Two years,Yes,None,0
3835,Mailed Check,Yes,No,0,1800000,14000,1,One year,No,None,0
3836,Electronic Check,No,No,0,1800000,7000,53,Month-to-month,No,None,0
3837,Electronic Check,No,No,0,1600000,12000,35,Month-to-month,No,None,0
3838,Credit Card,Yes,No,0,1900000,5000,68,Two years,Yes,None,0
3839,Electronic Check,No,No,0,1300000,7000,47,Month-to-month,No,None,0
3840,Bank Transfer,No,No,0,1300000,4000,65,Month-to-month,No,None,0
3841,Electronic Check,No,No,0,900000,14000,9,Month-to-month,No,None,0
3842,Mailed Check,Yes,No,0,1400000,10000,8,Two years,Yes,None,0
3843,Credit Card,Yes,No,0,800000,4000,14,One year,No,None,0
3844,Electronic Check,No,No,0,1800000,7000,45,Month-to-month,No,None,0
3845,Credit Card,No,No,0,1900000,8000,8,Month-to-month,No,None,0
3846,Bank Transfer,Yes,No,0,1900000,13000,66,One year,No,None,0
3847,Credit Card,Yes,No,0,1800000,6000,72,Two years,Yes,None,0
3848,Mailed Check,Yes,No,0,1200000,6000,23,Two years,Yes,None,0
3849,Electronic Check,No,No,0,1800000,13000,4,Month-to-month,No,None,0
3850,Mailed Check,Yes,No,0,900000,4000,6,Two years,Yes,None,0
3851,Credit Card,Yes,No,0,1200000,4000,67,One year,No,None,0
3852,Mailed Check,No,No,0,900000,9000,7,Month-to-month,No,None,0
3853,Mailed Check,Yes,No,0,800000,4000,56,One year,No,None,0
3854,Credit Card,Yes,No,0,1700000,3000,72,Two years,Yes,None,0
3855,Electronic Check,Yes,No,0,1700000,8000,72,Two years,Yes,None,0
3856,Credit Card,Yes,No,0,1200000,14000,23,Two years,Yes,None,0
3857,Mailed Check,No,No,0,1600000,11000,35,Month-to-month,No,None,0
3858,Electronic Check,No,No,0,1900000,6000,27,Month-to-month,No,None,0
3859,Mailed Check,Yes,No,0,1700000,1000,12,One year,No,None,0
3860,Mailed Check,Yes,No,0,1300000,8000,40,Two years,Yes,None,0
3861,Mailed Check,No,No,0,700000,2000,7,Month-to-month,No,None,0
3862,Credit Card,No,No,0,1100000,9000,70,Month-to-month,No,None,0
3863,Credit Card,Yes,No,0,900000,13000,60,Two years,Yes,None,0
3864,Credit Card,Yes,No,0,900000,1000,39,One year,No,None,0
3865,Credit Card,Yes,No,0,1500000,8000,72,Two years,Yes,None,0
3866,Electronic Check,Yes,No,0,1800000,12000,54,One year,No,None,0
3867,Credit Card,Yes,No,0,1100000,12000,63,Two years,Yes,None,0
3868,Electronic Check,Yes,No,0,700000,2000,71,Two years,Yes,None,0
3869,Mailed Check,Yes,No,0,1000000,4000,42,One year,No,None,0
3870,Bank Transfer,Yes,No,0,800000,5000,47,Two years,Yes,None,0
3871,Electronic Check,No,No,0,700000,4000,11,Month-to-month,No,None,0
3872,Electronic Check,No,No,0,700000,14000,55,Month-to-month,No,None,0
3873,Credit Card,Yes,No,0,800000,5000,69,Two years,Yes,None,0
3874,Electronic Check,No,No,0,1700000,5000,3,Month-to-month,No,None,0
3875,Credit Card,Yes,No,0,1800000,6000,30,Two years,Yes,None,0
3876,Credit Card,Yes,No,0,700000,1000,71,Two years,Yes,None,0
3877,Electronic Check,Yes,No,0,1700000,12000,29,One year,No,None,0
3878,Bank Transfer,No,No,0,1300000,5000,52,Month-to-month,No,None,0
3879,Credit Card,Yes,No,0,700000,1000,68,One year,No,None,0
3880,Mailed Check,Yes,No,0,1300000,7000,46,Two years,Yes,None,0
3881,Credit Card,No,No,0,700000,13000,8,Month-to-month,No,None,0
3882,Credit Card,Yes,No,0,1400000,2000,72,Two years,Yes,None,0
3883,Bank Transfer,Yes,No,0,1900000,3000,17,One year,No,None,0
3884,Electronic Check,No,No,0,1200000,13000,3,Month-to-month,No,None,0
3885,Bank Transfer,No,No,0,1400000,13000,2,Month-to-month,No,None,0
3886,Credit Card,Yes,No,0,1300000,3000,51,One year,No,None,0
3887,Mailed Check,Yes,No,0,1800000,13000,6,Two years,Yes,None,0
3888,Electronic Check,No,No,0,1300000,5000,3,Month-to-month,No,None,0
3889,Electronic Check,No,No,0,1500000,2000,17,Month-to-month,No,None,0
3890,Electronic Check,No,No,0,700000,2000,30,Month-to-month,No,None,0
3891,Electronic Check,No,No,0,1200000,10000,31,Month-to-month,No,None,0
3892,Bank Transfer,Yes,No,0,900000,14000,45,Two years,Yes,None,0
3893,Bank Transfer,Yes,No,0,1900000,11000,64,One year,No,None,0
3894,Electronic Check,Yes,No,0,1500000,8000,61,One year,No,None,0
3895,Mailed Check,No,No,0,700000,12000,1,Month-to-month,No,None,0
3896,Bank Transfer,Yes,No,0,1300000,9000,72,Two years,Yes,None,0
3897,Mailed Check,No,No,0,1300000,3000,7,Month-to-month,No,None,0
3898,Bank Transfer,Yes,No,0,1800000,10000,66,One year,No,None,0
3899,Bank Transfer,No,No,0,1200000,4000,40,Month-to-month,No,None,0
3900,Bank Transfer,No,No,0,1500000,4000,16,Month-to-month,No,None,0
3901,Credit Card,Yes,No,0,1400000,2000,67,Two years,Yes,None,0
3902,Bank Transfer,Yes,No,0,900000,4000,41,One year,No,None,0
3903,Credit Card,Yes,No,0,1800000,14000,56,Two years,Yes,None,0
3904,Bank Transfer,Yes,No,0,1100000,6000,72,Two years,Yes,None,0
3905,Credit Card,Yes,No,0,1700000,11000,54,Two years,Yes,None,0
3906,Electronic Check,No,No,0,700000,13000,52,Month-to-month,No,None,0
3907,Bank Transfer,Yes,No,0,1100000,13000,50,Two years,Yes,None,0
3908,Credit Card,Yes,No,0,1000000,10000,27,One year,No,None,0
3909,Bank Transfer,Yes,No,0,1300000,8000,72,Two years,Yes,None,0
3910,Credit Card,Yes,No,0,1900000,4000,62,One year,No,None,0
3911,Electronic Check,No,No,0,1100000,11000,12,Month-to-month,No,None,0
3912,Bank Transfer,Yes,No,0,700000,7000,44,One year,No,None,0
3913,Bank Transfer,Yes,No,0,800000,13000,54,Two years,Yes,None,0
3914,Bank Transfer,Yes,No,0,1400000,10000,68,Two years,Yes,None,0
3915,Mailed Check,No,No,0,700000,4000,20,Month-to-month,No,None,0
3916,Bank Transfer,Yes,No,0,1700000,6000,50,One year,No,None,0
3917,Credit Card,Yes,No,0,1200000,1000,58,Two years,Yes,None,0
3918,Bank Transfer,No,No,0,1200000,10000,35,Month-to-month,No,None,0
3919,Electronic Check,No,No,0,1900000,9000,2,Month-to-month,No,None,0
3920,Mailed Check,Yes,No,0,1100000,14000,63,Two years,Yes,None,0
3921,Credit Card,Yes,No,0,1900000,13000,58,One year,No,None,0
3922,Mailed Check,Yes,No,0,1000000,12000,27,One year,No,None,0
3923,Credit Card,Yes,No,0,800000,3000,71,Two years,Yes,None,0
3924,Credit Card,Yes,No,0,1100000,1000,63,One year,No,None,0
3925,Bank Transfer,No,No,0,1400000,8000,71,Month-to-month,No,None,0
3926,Bank Transfer,Yes,No,0,1100000,6000,68,Two years,Yes,None,0
3927,Mailed Check,No,No,0,800000,5000,1,Month-to-month,No,None,0
3928,Electronic Check,Yes,No,0,1200000,13000,65,Two years,Yes,None,0
3929,Bank Transfer,Yes,No,0,1100000,8000,72,Two years,Yes,None,0
3930,Credit Card,No,No,0,1800000,12000,28,Month-to-month,No,None,0
3931,Credit Card,Yes,No,0,1200000,13000,72,Two years,Yes,None,0
3932,Electronic Check,No,No,0,1900000,11000,2,Month-to-month,No,None,0
3933,Electronic Check,Yes,No,0,1100000,11000,60,One year,No,None,0
3934,Electronic Check,No,No,0,1600000,1000,26,Month-to-month,No,None,0
3935,Credit Card,Yes,No,0,1900000,7000,68,Two years,Yes,None,0
3936,Bank Transfer,Yes,No,0,700000,10000,42,One year,No,None,0
3937,Bank Transfer,Yes,No,0,1100000,3000,57,Two years,Yes,None,0
3938,Electronic Check,No,No,0,800000,9000,54,Month-to-month,No,None,0
3939,Mailed Check,Yes,No,0,800000,9000,44,One year,No,None,0
3940,Bank Transfer,No,No,0,900000,13000,42,Month-to-month,No,None,0
3941,Bank Transfer,Yes,No,0,1500000,6000,72,Two years,Yes,None,0
3942,Mailed Check,Yes,No,0,900000,3000,71,Two years,Yes,None,0
3943,Credit Card,No,No,0,1800000,12000,23,Month-to-month,No,None,0
3944,Credit Card,Yes,No,0,700000,5000,30,Two years,Yes,None,0
3945,Bank Transfer,Yes,No,0,1600000,13000,35,One year,No,None,0
3946,Credit Card,Yes,No,0,900000,10000,52,One year,No,None,0
3947,Mailed Check,No,No,0,700000,2000,1,Month-to-month,No,None,0
3948,Credit Card,Yes,No,0,1300000,4000,71,Two years,Yes,None,0
3949,Bank Transfer,Yes,No,0,1700000,7000,67,One year,No,None,0
3950,Electronic Check,Yes,No,0,1300000,3000,60,One year,No,None,0
3951,Bank Transfer,No,No,0,1900000,8000,23,Month-to-month,No,None,0
3952,Bank Transfer,Yes,No,0,1300000,10000,39,One year,No,None,0
3953,Mailed Check,Yes,No,0,1800000,5000,15,One year,No,None,0
3954,Mailed Check,Yes,No,0,1700000,5000,24,Two years,Yes,None,0
3955,Electronic Check,No,No,0,900000,4000,37,Month-to-month,No,None,0
3956,Electronic Check,Yes,No,0,1600000,10000,50,One year,No,None,0
3957,Credit Card,Yes,No,0,1200000,8000,54,One year,No,None,0
3958,Electronic Check,No,No,0,700000,10000,3,Month-to-month,No,None,0
3959,Electronic Check,No,No,0,1900000,14000,5,Month-to-month,No,None,0
3960,Mailed Check,Yes,No,0,1900000,6000,33,Two years,Yes,None,0
3961,Electronic Check,Yes,No,0,1600000,3000,41,One year,No,None,0
3962,Mailed Check,Yes,No,0,1600000,5000,34,One year,No,None,0
3963,Mailed Check,No,No,0,1700000,5000,13,Month-to-month,No,None,0
3964,Credit Card,No,No,0,900000,10000,20,Month-to-month,No,None,0
3965,Credit Card,Yes,No,0,1400000,2000,51,Two years,Yes,None,0
3966,Bank Transfer,No,No,0,1700000,8000,41,Month-to-month,No,None,0
3967,Credit Card,No,No,0,1900000,11000,13,Month-to-month,No,None,0
3968,Bank Transfer,Yes,No,0,1700000,13000,35,Two years,Yes,None,0
3969,Mailed Check,No,No,0,1600000,10000,4,Month-to-month,No,None,0
3970,Mailed Check,No,No,0,1200000,11000,12,Month-to-month,No,None,0
3971,Mailed Check,Yes,No,0,700000,6000,7,One year,No,None,0
3972,Electronic Check,Yes,No,0,800000,5000,53,One year,No,None,0
3973,Bank Transfer,No,No,0,1500000,4000,63,Month-to-month,No,None,0
3974,Mailed Check,No,No,0,1800000,4000,5,Month-to-month,No,None,0
3975,Mailed Check,Yes,No,0,1100000,5000,37,One year,No,None,0
3976,Electronic Check,No,No,0,900000,10000,12,Month-to-month,No,None,0
3977,Credit Card,Yes,No,0,1800000,1000,38,One year,No,None,0
3978,Credit Card,No,No,0,1600000,8000,9,Month-to-month,No,None,0
3979,Electronic Check,No,No,0,1800000,3000,13,Month-to-month,No,None,0
3980,Credit Card,Yes,No,0,1100000,4000,47,Two years,Yes,None,0
3981,Bank Transfer,No,No,0,1200000,10000,61,Month-to-month,No,None,0
3982,Mailed Check,No,No,0,1800000,4000,16,Month-to-month,No,None,0
3983,Electronic Check,Yes,No,0,800000,1000,41,Two years,Yes,None,0
3984,Electronic Check,Yes,No,0,1200000,5000,43,Two years,Yes,None,0
3985,Electronic Check,No,No,0,900000,1000,6,Month-to-month,No,None,0
3986,Credit Card,Yes,No,0,1500000,8000,58,One year,No,None,0
3987,Credit Card,No,No,0,1500000,2000,19,Month-to-month,No,None,0
3988,Bank Transfer,Yes,No,0,1300000,5000,39,One year,No,None,0
3989,Electronic Check,No,No,0,1600000,8000,8,Month-to-month,No,None,0
3990,Mailed Check,No,No,0,700000,2000,26,Month-to-month,No,None,0
3991,Credit Card,No,No,0,1900000,1000,53,Month-to-month,No,None,0
3992,Mailed Check,Yes,No,0,1900000,1000,70,Two years,Yes,None,0
