Account,Payment Method,Maintenance,Churn,Points Used,Monthly Charges,Points,Tenure,Contract,Insurance,Month of Churn,Gender,Age
4262,Credit Card,Yes,No,0,130,5000,72,Two years,Yes,None,Male,42
4263,Credit Card,No,No,0,190,13000,54,Month-to-month,No,None,Male,47
4264,Electronic Check,Yes,No,0,160,6000,59,One year,No,None,Female,46
4265,Bank Transfer,Yes,No,0,120,1000,54,Two years,Yes,None,Male,28
4266,Electronic Check,Yes,No,0,90,12000,60,Two years,Yes,None,Male,29
4267,Credit Card,Yes,No,0,70,9000,60,Two years,Yes,None,Male,42
4268,Electronic Check,No,No,0,170,4000,3,Month-to-month,No,None,Male,32
4269,Bank Transfer,Yes,No,0,110,8000,69,Two years,Yes,None,Male,46
4270,Electronic Check,No,No,0,120,7000,1,Month-to-month,No,None,Female,27
4271,Credit Card,No,No,0,70,8000,50,Month-to-month,No,None,Female,29
4272,Credit Card,No,No,0,100,13000,56,Month-to-month,No,None,Male,43
4273,Electronic Check,Yes,No,0,190,13000,60,Two years,Yes,None,Female,48
4274,Mailed Check,Yes,No,0,170,9000,69,One year,No,None,Male,29
4275,Mailed Check,No,No,0,140,10000,3,Month-to-month,No,None,Male,46
4276,Bank Transfer,Yes,No,0,170,2000,60,Two years,Yes,None,Female,27
4277,Mailed Check,Yes,No,0,150,8000,13,Two years,Yes,None,Female,39
4278,Bank Transfer,Yes,No,0,70,8000,62,Two years,Yes,None,Male,55
4279,Bank Transfer,Yes,No,0,90,2000,45,One year,No,None,Male,28
4280,Electronic Check,Yes,No,0,110,1000,25,One year,No,None,Female,30
4281,Bank Transfer,Yes,No,0,100,8000,44,Two years,Yes,None,Male,22
4282,Mailed Check,No,No,0,110,11000,2,Month-to-month,No,None,Male,36
4283,Bank Transfer,Yes,No,0,180,7000,22,One year,No,None,Female,31
4284,Mailed Check,No,No,0,170,5000,35,Month-to-month,No,None,Male,34
4285,Mailed Check,Yes,No,0,190,11000,29,Two years,Yes,None,Male,29
4286,Electronic Check,Yes,No,0,130,11000,27,One year,No,None,Male,37
4287,Electronic Check,Yes,No,0,140,9000,54,One year,No,None,Male,35
4288,Electronic Check,Yes,No,0,180,11000,57,One year,No,None,Female,45
4289,Bank Transfer,Yes,No,0,160,7000,62,Two years,Yes,None,Female,36
4290,Credit Card,Yes,No,0,100,3000,15,One year,No,None,Male,40
4291,Bank Transfer,Yes,No,0,170,2000,70,Two years,Yes,None,Male,26
4292,Electronic Check,No,No,0,70,3000,21,Month-to-month,No,None,Female,27
4293,Electronic Check,Yes,No,0,150,9000,23,One year,No,None,Female,48
4294,Mailed Check,Yes,No,0,120,11000,6,One year,No,None,Female,44
4295,Credit Card,Yes,No,0,160,9000,4,Two years,Yes,None,Male,34
4296,Electronic Check,No,No,0,170,6000,23,Month-to-month,No,None,Male,56
4297,Credit Card,Yes,No,0,160,8000,26,One year,No,None,Male,36
4298,Mailed Check,No,No,0,130,4000,8,Month-to-month,No,None,Male,41
4299,Electronic Check,No,No,0,170,3000,2,Month-to-month,No,None,Female,42
4300,Credit Card,Yes,No,0,190,12000,59,One year,No,None,Male,31
4301,Electronic Check,Yes,No,0,190,14000,39,One year,No,None,Female,34
4302,Mailed Check,Yes,No,0,130,12000,21,Two years,Yes,None,Female,31
4303,Bank Transfer,Yes,No,0,140,5000,48,Two years,Yes,None,Female,26
4304,Credit Card,Yes,No,0,190,7000,31,One year,No,None,Male,45
4305,Electronic Check,Yes,No,0,80,9000,64,One year,No,None,Male,33
4306,Bank Transfer,No,No,0,100,10000,46,Month-to-month,No,None,Male,28
4307,Bank Transfer,Yes,No,0,180,6000,52,Two years,Yes,None,Male,29
4308,Mailed Check,Yes,No,0,190,12000,67,Two years,Yes,None,Male,39
4309,Electronic Check,No,No,0,180,13000,67,Month-to-month,No,None,Female,27
4310,Electronic Check,Yes,No,0,100,10000,71,Two years,Yes,None,Male,34
4311,Bank Transfer,Yes,No,0,190,14000,71,One year,No,None,Male,28
4312,Bank Transfer,No,No,0,90,2000,32,Month-to-month,No,None,Female,47
4313,Electronic Check,No,No,0,70,13000,2,Month-to-month,No,None,Male,56
4314,Credit Card,Yes,No,0,190,2000,71,Two years,Yes,None,Female,39
4315,Electronic Check,Yes,No,0,120,6000,60,One year,No,None,Male,38
4316,Electronic Check,Yes,No,0,70,7000,55,One year,No,None,Female,58
4317,Mailed Check,No,No,0,70,14000,6,Month-to-month,No,None,Female,32
4318,Credit Card,Yes,No,0,190,9000,48,Two years,Yes,None,Female,38
4319,Mailed Check,Yes,No,0,140,12000,63,Two years,Yes,None,Male,49
4320,Credit Card,No,No,0,170,4000,12,Month-to-month,No,None,Male,42
4321,Bank Transfer,No,No,0,90,14000,54,Month-to-month,No,None,Male,27
4322,Electronic Check,Yes,No,0,180,10000,30,One year,No,None,Female,35
4323,Credit Card,Yes,No,0,160,9000,40,One year,No,None,Male,28
4324,Electronic Check,No,No,0,150,4000,9,Month-to-month,No,None,Male,31
4325,Credit Card,Yes,No,0,170,2000,62,Two years,Yes,None,Male,36
4326,Bank Transfer,Yes,No,0,100,3000,28,One year,No,None,Male,34
4327,Credit Card,Yes,No,0,70,1000,70,Two years,Yes,None,Male,34
4328,Bank Transfer,Yes,No,0,100,12000,46,Two years,Yes,None,Male,26
4329,Mailed Check,No,No,0,160,14000,23,Month-to-month,No,None,Male,29
4330,Electronic Check,Yes,No,0,80,1000,47,One year,No,None,Male,32
4331,Bank Transfer,Yes,No,0,180,4000,68,Two years,Yes,None,Female,31
4332,Electronic Check,Yes,No,0,150,13000,67,Two years,Yes,None,Male,28
4333,Electronic Check,No,No,0,140,7000,14,Month-to-month,No,None,Male,38
4334,Electronic Check,No,No,0,90,7000,57,Month-to-month,No,None,Male,35
4335,Mailed Check,Yes,No,0,160,3000,55,One year,No,None,Female,27
4336,Mailed Check,No,No,0,160,6000,1,Month-to-month,No,None,Male,32
4337,Credit Card,No,No,0,80,2000,23,Month-to-month,No,None,Male,31
4338,Electronic Check,No,No,0,180,7000,47,Month-to-month,No,None,Male,53
4339,Mailed Check,Yes,No,0,80,4000,38,One year,No,None,Male,54
4340,Credit Card,No,No,0,190,14000,2,Month-to-month,No,None,Female,33
4341,Bank Transfer,No,No,0,100,10000,15,Month-to-month,No,None,Male,43
4342,Credit Card,No,No,0,180,14000,26,Month-to-month,No,None,Male,38
4343,Credit Card,Yes,No,0,140,6000,35,Two years,Yes,None,Male,55
4344,Mailed Check,No,No,0,170,3000,3,Month-to-month,No,None,Male,31
4345,Electronic Check,No,No,0,160,9000,42,Month-to-month,No,None,Female,39
4346,Credit Card,No,No,0,80,2000,10,Month-to-month,No,None,Male,42
4347,Bank Transfer,Yes,No,0,180,2000,61,One year,No,None,Male,31
4348,Credit Card,Yes,No,0,110,8000,68,Two years,Yes,None,Female,54
4349,Electronic Check,Yes,No,0,80,12000,10,One year,No,None,Female,24
4350,Bank Transfer,Yes,No,0,150,8000,72,Two years,Yes,None,Male,23
4351,Electronic Check,No,No,0,130,10000,55,Month-to-month,No,None,Male,40
4352,Bank Transfer,No,No,0,140,7000,7,Month-to-month,No,None,Female,40
4353,Electronic Check,No,No,0,160,9000,9,Month-to-month,No,None,Female,25
4354,Credit Card,Yes,No,0,150,14000,27,Two years,Yes,None,Female,30
4355,Mailed Check,Yes,No,0,100,11000,64,Two years,Yes,None,Male,25
4356,Bank Transfer,Yes,No,0,130,14000,70,Two years,Yes,None,Male,47
4357,Electronic Check,Yes,No,0,150,12000,67,Two years,Yes,None,Male,33
4358,Credit Card,Yes,No,0,90,5000,24,Two years,Yes,None,Male,38
4359,Credit Card,Yes,No,0,150,14000,4,Two years,Yes,None,Male,31
4360,Bank Transfer,No,No,0,70,8000,44,Month-to-month,No,None,Male,38
4361,Mailed Check,Yes,No,0,110,4000,72,Two years,Yes,None,Male,42
4362,Bank Transfer,Yes,No,0,140,9000,66,Two years,Yes,None,Male,41
4363,Electronic Check,No,No,0,120,12000,65,Month-to-month,No,None,Male,47
4364,Mailed Check,No,No,0,160,10000,1,Month-to-month,No,None,Female,35
4365,Electronic Check,Yes,No,0,140,3000,38,One year,No,None,Male,22
4366,Mailed Check,Yes,No,0,190,5000,23,Two years,Yes,None,Male,35
4367,Mailed Check,Yes,No,0,80,3000,10,One year,No,None,Male,33
4368,Credit Card,Yes,No,0,140,2000,72,Two years,Yes,None,Female,32
4369,Electronic Check,No,No,0,70,11000,35,Month-to-month,No,None,Female,40
4370,Credit Card,Yes,No,0,170,5000,58,Two years,Yes,None,Male,32
4371,Electronic Check,Yes,No,0,110,11000,70,One year,No,None,Male,39
4372,Credit Card,Yes,No,0,130,7000,38,One year,No,None,Male,38
4373,Electronic Check,No,No,0,90,14000,60,Month-to-month,No,None,Female,32
4374,Credit Card,No,No,0,190,6000,26,Month-to-month,No,None,Female,37
4375,Bank Transfer,Yes,No,0,160,11000,8,One year,No,None,Female,25
4376,Credit Card,No,No,0,190,13000,36,Month-to-month,No,None,Female,52
4377,Bank Transfer,Yes,No,0,170,4000,54,One year,No,None,Male,44
4378,Electronic Check,No,No,0,100,2000,55,Month-to-month,No,None,Male,21
4379,Credit Card,No,No,0,150,14000,9,Month-to-month,No,None,Male,39
4380,Mailed Check,No,No,0,90,8000,5,Month-to-month,No,None,Male,23
4381,Credit Card,Yes,No,0,190,8000,54,Two years,Yes,None,Male,36
4382,Bank Transfer,Yes,No,0,180,7000,70,Two years,Yes,None,Female,36
4383,Electronic Check,No,No,0,110,1000,53,Month-to-month,No,None,Female,56
4384,Credit Card,Yes,No,0,160,14000,31,One year,No,None,Male,29
4385,Bank Transfer,No,No,0,90,5000,13,Month-to-month,No,None,Male,42
4386,Mailed Check,No,No,0,170,1000,28,Month-to-month,No,None,Male,56
4387,Bank Transfer,Yes,No,0,150,9000,38,Two years,Yes,None,Male,41
4388,Mailed Check,Yes,No,0,140,7000,52,One year,No,None,Female,34
4389,Mailed Check,Yes,No,0,100,8000,62,Two years,Yes,None,Female,36
4390,Electronic Check,No,No,0,130,4000,16,Month-to-month,No,None,Male,41
4391,Electronic Check,Yes,No,0,70,7000,12,One year,No,None,Male,32
4392,Bank Transfer,Yes,No,0,160,5000,72,Two years,Yes,None,Male,35
4393,Bank Transfer,Yes,No,0,130,13000,71,One year,No,None,Female,38
4394,Mailed Check,Yes,No,0,90,2000,24,One year,No,None,Female,50
4395,Mailed Check,Yes,No,0,160,12000,15,Two years,Yes,None,Male,36
4396,Bank Transfer,No,No,0,90,11000,2,Month-to-month,No,None,Female,45
4397,Mailed Check,No,No,0,100,3000,5,Month-to-month,No,None,Female,40
4398,Bank Transfer,Yes,No,0,160,1000,41,One year,No,None,Male,35
4399,Electronic Check,No,No,0,160,12000,43,Month-to-month,No,None,Male,40
4400,Mailed Check,No,No,0,170,4000,1,Month-to-month,No,None,Female,35
4401,Bank Transfer,Yes,No,0,70,3000,71,Two years,Yes,None,Female,29
4402,Mailed Check,Yes,No,0,70,3000,7,Two years,Yes,None,Male,29
4403,Bank Transfer,No,No,0,80,3000,28,Month-to-month,No,None,Female,50
4404,Electronic Check,No,No,0,120,3000,16,Month-to-month,No,None,Male,39
4405,Mailed Check,Yes,No,0,100,4000,7,One year,No,None,Female,31
4406,Bank Transfer,Yes,No,0,130,6000,69,Two years,Yes,None,Male,26
4407,Mailed Check,No,No,0,130,9000,1,Month-to-month,No,None,Female,36
4408,Electronic Check,No,No,0,80,1000,3,Month-to-month,No,None,Male,39
4409,Bank Transfer,No,No,0,140,11000,69,Month-to-month,No,None,Male,27
4410,Bank Transfer,Yes,No,0,100,2000,71,Two years,Yes,None,Male,49
4411,Mailed Check,Yes,No,0,180,7000,69,Two years,Yes,None,Male,34
4412,Electronic Check,No,No,0,190,9000,48,Month-to-month,No,None,Male,41
4413,Credit Card,No,No,0,160,3000,45,Month-to-month,No,None,Gender,49
4414,Bank Transfer,No,No,0,180,6000,51,Month-to-month,No,None,Female,37
4415,Bank Transfer,Yes,No,0,160,8000,72,Two years,Yes,None,Male,33
4416,Electronic Check,No,No,0,140,3000,37,Month-to-month,No,None,Male,27
4417,Electronic Check,Yes,No,0,80,8000,71,Two years,Yes,None,Female,32
4418,Credit Card,Yes,No,0,110,3000,66,Two years,Yes,None,Male,59
4419,Bank Transfer,Yes,No,0,150,4000,51,One year,No,None,Male,30
4420,Bank Transfer,Yes,No,0,150,7000,30,One year,No,None,Female,38
4421,Electronic Check,No,No,0,190,8000,34,Month-to-month,No,None,Male,36
4422,Mailed Check,Yes,No,0,120,3000,64,Two years,Yes,None,Male,35
4423,Bank Transfer,Yes,No,0,150,11000,65,One year,No,None,Male,29
4424,Mailed Check,No,No,0,70,3000,47,Month-to-month,No,None,Male,31
4425,Credit Card,Yes,No,0,150,6000,67,Two years,Yes,None,Female,34
4426,Bank Transfer,Yes,No,0,190,14000,39,One year,No,None,Male,28
4427,Mailed Check,No,No,0,190,5000,14,Month-to-month,No,None,Male,29
4428,Electronic Check,No,No,0,160,5000,56,Month-to-month,No,None,Male,32
4429,Credit Card,Yes,No,0,90,5000,14,One year,No,None,Female,22
4430,Mailed Check,Yes,No,0,160,13000,16,One year,No,None,Male,53
4431,Electronic Check,No,No,0,110,2000,70,Month-to-month,No,None,Male,38
4432,Credit Card,Yes,No,0,190,3000,72,Two years,Yes,None,Female,24
4433,Credit Card,No,No,0,100,4000,23,Month-to-month,No,None,Male,36
4434,Mailed Check,No,No,0,190,1000,21,Month-to-month,No,None,Female,34
4435,Electronic Check,Yes,No,0,140,9000,36,One year,No,None,Male,21
4436,Credit Card,Yes,No,0,180,1000,50,Two years,Yes,None,Female,34
4437,Credit Card,No,No,0,80,9000,48,Month-to-month,No,None,Male,53
4438,Credit Card,Yes,No,0,130,13000,50,Two years,Yes,None,Male,32
4439,Credit Card,Yes,No,0,110,13000,72,Two years,Yes,None,Female,42
4440,Credit Card,No,No,0,150,14000,10,Month-to-month,No,None,Female,44
4441,Mailed Check,No,No,0,190,14000,18,Month-to-month,No,None,Male,46
4442,Electronic Check,No,No,0,90,2000,9,Month-to-month,No,None,Female,33
4443,Mailed Check,No,No,0,70,12000,2,Month-to-month,No,None,Female,44
4444,Credit Card,No,No,0,80,4000,40,Month-to-month,No,None,Male,30
4445,Bank Transfer,Yes,No,0,100,8000,69,One year,No,None,Male,39
4446,Credit Card,No,No,0,190,6000,18,Month-to-month,No,None,Male,24
4447,Electronic Check,No,No,0,100,5000,11,Month-to-month,No,None,Male,43
4448,Credit Card,Yes,No,0,190,14000,55,One year,No,None,Male,50
4449,Electronic Check,No,No,0,160,11000,33,Month-to-month,No,None,Female,35
4450,Bank Transfer,No,No,0,180,4000,46,Month-to-month,No,None,Male,36
4451,Bank Transfer,Yes,No,0,180,8000,34,Two years,Yes,None,Female,33
4452,Mailed Check,Yes,No,0,110,14000,30,Two years,Yes,None,Female,35
4453,Electronic Check,Yes,No,0,90,4000,33,One year,No,None,Female,27
4454,Credit Card,Yes,No,0,120,9000,45,One year,No,None,Male,26
4455,Mailed Check,No,No,0,100,7000,40,Month-to-month,No,None,Female,27
4456,Electronic Check,Yes,No,0,160,7000,71,Two years,Yes,None,Male,30
4457,Bank Transfer,Yes,No,0,190,11000,72,Two years,Yes,None,Male,41
4458,Electronic Check,No,No,0,130,14000,22,Month-to-month,No,None,Female,34
4459,Bank Transfer,Yes,No,0,190,10000,46,One year,No,None,Female,37
4460,Mailed Check,Yes,No,0,110,2000,55,Two years,Yes,None,Male,46
4461,Mailed Check,No,No,0,90,12000,1,Month-to-month,No,None,Male,35
4462,Mailed Check,Yes,No,0,90,10000,12,One year,No,None,Male,48
4463,Electronic Check,No,No,0,140,1000,31,Month-to-month,No,None,Male,28
4464,Electronic Check,Yes,No,0,100,8000,67,Two years,Yes,None,Male,44
4465,Mailed Check,No,No,0,160,6000,1,Month-to-month,No,None,Male,35
4466,Credit Card,No,No,0,110,14000,41,Month-to-month,No,None,Female,26
4467,Credit Card,Yes,No,0,180,3000,42,Two years,Yes,None,Male,33
4468,Mailed Check,Yes,No,0,140,12000,23,One year,No,None,Female,35
4469,Mailed Check,No,No,0,100,13000,1,Month-to-month,No,None,Female,35
4470,Credit Card,No,No,0,180,2000,56,Month-to-month,No,None,Male,31
4471,Electronic Check,No,No,0,130,12000,15,Month-to-month,No,None,Female,37
4472,Bank Transfer,Yes,No,0,100,13000,12,Two years,Yes,None,Male,32
4473,Bank Transfer,Yes,No,0,190,13000,54,Two years,Yes,None,Male,38
4474,Electronic Check,No,No,0,140,3000,7,Month-to-month,No,None,Male,50
4475,Electronic Check,No,No,0,180,14000,16,Month-to-month,No,None,Female,59
4476,Mailed Check,Yes,No,0,80,8000,21,One year,No,None,Female,36
4477,Electronic Check,Yes,No,0,140,14000,30,Two years,Yes,None,Female,55
4478,Mailed Check,No,No,0,70,4000,3,Month-to-month,No,None,Female,36
4479,Electronic Check,No,No,0,150,11000,11,Month-to-month,No,None,Female,45
4480,Credit Card,Yes,No,0,180,8000,62,One year,No,None,Male,35
4481,Electronic Check,No,No,0,150,9000,18,Month-to-month,No,None,Male,36
4482,Mailed Check,No,No,0,170,9000,6,Month-to-month,No,None,Male,59
4483,Electronic Check,Yes,No,0,140,14000,46,One year,No,None,Male,29
4484,Electronic Check,No,No,0,160,5000,21,Month-to-month,No,None,Female,31
4485,Bank Transfer,Yes,No,0,140,4000,68,Two years,Yes,None,Male,32
4486,Electronic Check,No,No,0,170,3000,1,Month-to-month,No,None,Male,36
4487,Electronic Check,No,No,0,180,4000,25,Month-to-month,No,None,Male,31
4488,Mailed Check,Yes,No,0,120,10000,24,Two years,Yes,None,Female,35
4489,Bank Transfer,Yes,No,0,130,12000,51,One year,No,None,Female,45
4490,Electronic Check,Yes,No,0,160,11000,57,Two years,Yes,None,Male,37
4491,Bank Transfer,Yes,No,0,110,12000,15,Two years,Yes,None,Male,46
4492,Bank Transfer,Yes,No,0,170,3000,72,Two years,Yes,None,Male,30
4493,Credit Card,No,No,0,160,10000,28,Month-to-month,No,None,Male,35
4494,Credit Card,Yes,No,0,160,6000,70,Two years,Yes,None,Male,55
4495,Mailed Check,Yes,No,0,120,2000,13,One year,No,None,Male,38
4496,Electronic Check,Yes,No,0,180,13000,59,One year,No,None,Male,34
4497,Mailed Check,Yes,No,0,80,3000,62,Two years,Yes,None,Female,56
4498,Electronic Check,Yes,No,0,90,9000,21,One year,No,None,Male,23
4499,Electronic Check,No,No,0,120,11000,2,Month-to-month,No,None,Male,51
4500,Credit Card,No,No,0,120,9000,1,Month-to-month,No,None,Male,30
4501,Electronic Check,No,No,0,190,9000,4,Month-to-month,No,None,Male,46
4502,Credit Card,Yes,No,0,160,5000,19,One year,No,None,Male,40
4503,Credit Card,Yes,No,0,140,14000,67,Two years,Yes,None,Male,51
4504,Credit Card,Yes,No,0,110,6000,72,Two years,Yes,None,Male,30
4505,Credit Card,Yes,No,0,180,7000,53,Two years,Yes,None,Male,46
4506,Electronic Check,Yes,No,0,80,5000,5,One year,No,None,Female,32
4507,Credit Card,Yes,No,0,190,12000,71,Two years,Yes,None,Male,54
4508,Credit Card,Yes,No,0,120,11000,50,One year,No,None,Male,24
4509,Electronic Check,Yes,No,0,150,6000,56,Two years,Yes,None,Female,28
4510,Credit Card,No,No,0,130,5000,2,Month-to-month,No,None,Female,58
4511,Credit Card,Yes,No,0,180,3000,46,Two years,Yes,None,Male,44
4512,Electronic Check,Yes,No,0,190,1000,71,Two years,Yes,None,Male,37
4513,Electronic Check,No,No,0,120,9000,29,Month-to-month,No,None,Male,32
4514,Bank Transfer,Yes,No,0,80,12000,69,Two years,Yes,None,Male,20
4515,Credit Card,Yes,No,0,80,14000,71,Two years,Yes,None,Male,34
4516,Bank Transfer,Yes,No,0,160,10000,56,Two years,Yes,None,Female,37
4517,Mailed Check,Yes,No,0,180,11000,56,One year,No,None,Female,59
4518,Mailed Check,Yes,No,0,80,5000,28,One year,No,None,Male,50
4519,Mailed Check,No,No,0,170,3000,19,Month-to-month,No,None,Female,25
4520,Electronic Check,No,No,0,140,13000,66,Month-to-month,No,None,Female,25
4521,Mailed Check,Yes,No,0,190,10000,17,One year,No,None,Male,22
4522,Mailed Check,Yes,No,0,190,3000,52,Two years,Yes,None,Male,51
4523,Bank Transfer,Yes,No,0,130,10000,72,Two years,Yes,None,Female,34
4524,Bank Transfer,Yes,No,0,80,1000,54,Two years,Yes,None,Female,54
4525,Bank Transfer,Yes,No,0,120,4000,72,Two years,Yes,None,Male,24
4526,Electronic Check,Yes,No,0,110,6000,52,Two years,Yes,None,Female,34
4527,Bank Transfer,Yes,No,0,130,10000,60,One year,No,None,Male,37
4528,Credit Card,No,No,0,70,9000,39,Month-to-month,No,None,Female,34
4529,Mailed Check,Yes,No,0,130,4000,15,One year,No,None,Male,36
4530,Mailed Check,Yes,No,0,140,7000,43,One year,No,None,Female,36
4531,Bank Transfer,Yes,No,0,140,6000,63,One year,No,None,Female,43
4532,Electronic Check,No,No,0,190,12000,2,Month-to-month,No,None,Female,30
4533,Bank Transfer,Yes,No,0,130,10000,72,Two years,Yes,None,Male,33
4534,Credit Card,Yes,No,0,140,6000,40,Two years,Yes,None,Male,56
4535,Electronic Check,Yes,No,0,100,8000,58,One year,No,None,Male,51
4536,Electronic Check,Yes,No,0,170,14000,67,Two years,Yes,None,Female,31
4537,Mailed Check,Yes,No,0,180,13000,31,One year,No,None,Male,26
4538,Credit Card,No,No,0,100,4000,69,Month-to-month,No,None,Male,58
4539,Electronic Check,Yes,No,0,100,10000,32,One year,No,None,Female,19
4540,Credit Card,Yes,No,0,140,2000,21,Two years,Yes,None,Female,22
4541,Electronic Check,Yes,No,0,110,11000,52,One year,No,None,Male,49
4542,Credit Card,Yes,No,0,80,9000,72,Two years,Yes,None,Male,43
4543,Bank Transfer,Yes,No,0,170,11000,52,One year,No,None,Female,50
4544,Bank Transfer,Yes,No,0,90,10000,41,One year,No,None,Female,31
4545,Mailed Check,Yes,No,0,100,8000,41,Two years,Yes,None,Female,41
4546,Credit Card,Yes,No,0,170,8000,67,One year,No,None,Female,26
4547,Mailed Check,No,No,0,170,8000,16,Month-to-month,No,None,Male,36
4548,Mailed Check,Yes,No,0,170,1000,17,Two years,Yes,None,Female,51
4549,Mailed Check,No,No,0,80,9000,35,Month-to-month,No,None,Male,39
4550,Credit Card,Yes,No,0,160,8000,58,Two years,Yes,None,Male,25
4551,Mailed Check,Yes,No,0,180,8000,52,Two years,Yes,None,Female,30
