PaperlessBilling,MultipleLines,Set,gender,InternetService,SeniorCitizen,MonthlyCharges,TotalCharges,tenure,Churn,Contract,customerID,Dependents,DeviceProtection,OnlineBackup,OnlineSecurity,Partner,PaymentMethod,PhoneService,StreamingMovies,StreamingTV,TechSupport
Yes,Yes,Test,Female,DSL,0,76.45,4519.50,59,No,Two year,8295-KMENE,Yes,Yes,No,Yes,Yes,Mailed check,Yes,No,Yes,Yes
Yes,No phone service,Test,Male,DSL,0,54.00,2440.25,44,No,One year,6738-ISCBM,No,Yes,No,Yes,No,Electronic check,No,Yes,Yes,No
Yes,Yes,Train,Male,Fiber optic,0,104.25,6860.60,66,No,One year,9821-BESNZ,No,No,Yes,No,No,Electronic check,Yes,Yes,Yes,Yes
No,No,Train,Male,No,0,19.95,1377.70,68,No,Two year,3678-MNGZX,Yes,No internet service,No internet service,No internet service,Yes,Bank transfer (automatic),Yes,No internet service,No internet service,No internet service
Yes,No phone service,Train,Male,DSL,0,24.95,190.25,9,No,Month-to-month,1335-NTIUC,No,No,No,No,No,Electronic check,No,No,No,No
Yes,Yes,Train,Male,Fiber optic,0,84.75,1651.95,19,No,Month-to-month,2916-BQZLN,No,Yes,No,Yes,No,Electronic check,Yes,No,No,No
No,No,Train,Male,No,0,19.75,78.30,4,No,Month-to-month,4558-CGYCZ,No,No internet service,No internet service,No internet service,No,Mailed check,Yes,No internet service,No internet service,No internet service
Yes,Yes,Test,Female,Fiber optic,0,113.65,7939.25,70,No,Two year,2368-GAKKQ,No,Yes,Yes,Yes,No,Bank transfer (automatic),Yes,Yes,Yes,Yes
Yes,No,Test,Male,DSL,0,44.90,44.90,1,No,Month-to-month,8710-YGLWG,No,No,No,No,No,Mailed check,Yes,No,No,No
Yes,Yes,Train,Female,Fiber optic,0,75.25,576.70,8,No,Month-to-month,3199-XGZCY,No,No,No,No,No,Electronic check,Yes,No,No,No
No,Yes,Train,Male,No,0,24.60,1279.00,53,No,Two year,3785-KTYSH,No,No internet service,No internet service,No internet service,No,Mailed check,Yes,No internet service,No internet service,No internet service
No,Yes,Train,Male,No,1,25.00,1260.70,51,No,One year,6814-ZPWFQ,No,No internet service,No internet service,No internet service,No,Bank transfer (automatic),Yes,No internet service,No internet service,No internet service
No,No,Train,Male,No,0,20.95,267.35,11,No,Month-to-month,4063-EIKNQ,Yes,No internet service,No internet service,No internet service,Yes,Bank transfer (automatic),Yes,No internet service,No internet service,No internet service
Yes,Yes,Test,Male,Fiber optic,0,110.60,6586.85,60,No,Two year,6993-YCOBK,Yes,Yes,No,Yes,Yes,Electronic check,Yes,Yes,Yes,Yes
Yes,No,Train,Male,DSL,0,55.50,934.15,17,No,Month-to-month,5206-HPJKM,No,No,Yes,Yes,No,Credit card (automatic),Yes,No,No,No
Yes,No,Train,Male,DSL,0,43.30,123.65,3,Yes,Month-to-month,7587-RZNME,No,No,No,No,No,Electronic check,Yes,No,No,No
Yes,No,Test,Male,Fiber optic,0,109.50,7534.65,70,Yes,One year,0748-RDGGM,No,Yes,Yes,Yes,Yes,Bank transfer (automatic),Yes,Yes,Yes,Yes
No,No,Train,Male,No,0,19.45,19.45,1,No,Month-to-month,8393-JMVMB,No,No internet service,No internet service,No internet service,No,Mailed check,Yes,No internet service,No internet service,No internet service
Yes,Yes,Train,Male,Fiber optic,1,84.85,3645.60,43,No,Month-to-month,5019-GQVCR,No,No,No,No,No,Electronic check,Yes,No,Yes,No
No,No,Test,Female,No,0,19.60,314.45,16,No,Month-to-month,6036-TTFYU,No,No internet service,No internet service,No internet service,Yes,Mailed check,Yes,No internet service,No internet service,No internet service
No,No,Test,Female,DSL,0,53.45,3053.00,57,No,One year,2550-AEVRU,Yes,No,Yes,Yes,Yes,Electronic check,Yes,No,No,No
No,No,Train,Male,No,0,19.80,677.05,37,No,One year,0969-RGKCU,Yes,No internet service,No internet service,No internet service,Yes,Credit card (automatic),Yes,No internet service,No internet service,No internet service
No,Yes,Test,Female,Fiber optic,0,112.10,7965.95,72,No,Two year,0378-CJKPV,No,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,Yes,Yes,Yes
Yes,Yes,Test,Female,Fiber optic,1,84.80,906.85,11,Yes,Month-to-month,4706-AXVKM,No,No,No,No,No,Credit card (automatic),Yes,Yes,No,No
Yes,Yes,Test,Female,Fiber optic,1,95.05,4888.70,50,Yes,Month-to-month,5889-JTMUL,No,Yes,Yes,No,Yes,Electronic check,Yes,No,Yes,No
No,No,Train,Male,DSL,1,50.35,237.25,5,Yes,Month-to-month,9026-RNUJS,No,Yes,No,No,No,Electronic check,Yes,No,No,No
Yes,Yes,Train,Male,Fiber optic,0,74.60,74.60,1,Yes,Month-to-month,3746-EUBYR,No,No,No,No,Yes,Bank transfer (automatic),Yes,No,No,No
Yes,No,Train,Male,No,0,19.70,342.40,16,Yes,Month-to-month,2332-EFBJY,No,No internet service,No internet service,No internet service,No,Mailed check,Yes,No internet service,No internet service,No internet service
Yes,No,Test,Male,Fiber optic,1,74.20,140.10,2,No,Month-to-month,2880-FPNAE,No,Yes,No,No,Yes,Electronic check,Yes,No,No,No
Yes,Yes,Train,Female,DSL,0,69.00,1108.00,17,No,Month-to-month,1703-MGIAB,No,Yes,No,No,No,Mailed check,Yes,No,Yes,Yes
No,No,Train,Female,No,0,19.35,295.55,16,No,One year,4311-QTTAI,No,No internet service,No internet service,No internet service,No,Credit card (automatic),Yes,No internet service,No internet service,No internet service
Yes,No,Test,Female,DSL,0,59.45,892.65,15,Yes,Month-to-month,9474-PHLYD,No,Yes,No,No,No,Electronic check,Yes,Yes,No,No
Yes,No,Train,Female,No,0,19.80,198.25,10,No,One year,4318-RAJVY,No,No internet service,No internet service,No internet service,No,Mailed check,Yes,No internet service,No internet service,No internet service
Yes,No,Train,Female,Fiber optic,0,105.20,4822.85,46,Yes,One year,2165-VOEGB,Yes,No,Yes,Yes,No,Bank transfer (automatic),Yes,Yes,Yes,Yes
Yes,Yes,Train,Male,Fiber optic,0,109.20,6741.15,64,No,Two year,3612-YUNGG,Yes,Yes,Yes,No,Yes,Credit card (automatic),Yes,Yes,Yes,Yes
Yes,Yes,Test,Female,Fiber optic,0,79.15,79.15,1,No,Month-to-month,2254-DLXRI,No,No,Yes,No,No,Mailed check,Yes,No,No,No
No,No,Train,Male,DSL,0,53.65,1355.45,25,No,One year,5062-CJJKH,Yes,Yes,Yes,No,Yes,Mailed check,Yes,No,No,No
No,No,Train,Male,Fiber optic,0,100.20,7209.00,71,No,Two year,9028-LIHRP,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,No,Yes,Yes
Yes,No,Train,Male,DSL,0,45.15,438.40,8,Yes,Month-to-month,2219-MVUSO,No,No,No,No,No,Mailed check,Yes,No,No,No
Yes,No,Test,Female,Fiber optic,0,108.65,7726.35,72,No,Two year,1053-MXTTK,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),Yes,Yes,Yes,Yes
No,No phone service,Train,Female,DSL,0,40.65,2070.75,49,No,Month-to-month,1530-ZTDOZ,No,No,No,Yes,Yes,Bank transfer (automatic),No,No,Yes,No
Yes,No phone service,Train,Male,DSL,0,55.35,1636.95,29,No,One year,1301-LOPVR,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),No,Yes,No,Yes
No,Yes,Train,Male,Fiber optic,0,105.60,7581.50,72,No,Two year,0853-TWRVK,No,Yes,Yes,Yes,Yes,Bank transfer (automatic),Yes,Yes,No,Yes
No,Yes,Train,Male,Fiber optic,0,93.80,3019.50,31,Yes,Month-to-month,8914-RBTSB,No,Yes,Yes,No,Yes,Electronic check,Yes,No,Yes,No
Yes,Yes,Train,Female,Fiber optic,0,95.70,4729.75,50,No,Month-to-month,6212-ATMLK,No,No,No,No,No,Electronic check,Yes,Yes,Yes,No
No,Yes,Train,Male,DSL,0,83.20,6126.10,71,No,Two year,8200-LGKSR,No,Yes,No,Yes,Yes,Electronic check,Yes,Yes,Yes,Yes
No,Yes,Train,Male,DSL,1,90.05,6333.40,70,No,Two year,1568-BEKZM,No,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,Yes,Yes,Yes
No,Yes,Train,Male,Fiber optic,0,97.65,6687.85,71,No,One year,0670-ANMUU,No,No,No,Yes,No,Credit card (automatic),Yes,Yes,No,Yes
Yes,No,Test,Male,DSL,0,68.05,4158.25,61,No,Two year,6897-RWMUB,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),Yes,No,No,Yes
Yes,No,Train,Male,Fiber optic,0,96.20,3183.40,32,Yes,Month-to-month,0963-ZBDRN,No,No,No,No,No,Electronic check,Yes,Yes,Yes,Yes
Yes,No,Test,Female,Fiber optic,0,79.60,79.60,1,Yes,Month-to-month,7594-RQHXR,Yes,No,No,No,No,Electronic check,Yes,Yes,No,No
Yes,Yes,Test,Male,Fiber optic,0,102.10,7149.35,68,No,Two year,6999-CHVCF,No,Yes,Yes,Yes,No,Bank transfer (automatic),Yes,Yes,No,No
No,Yes,Train,Male,No,0,23.40,1429.65,62,No,Two year,6134-KWTBV,No,No internet service,No internet service,No internet service,No,Bank transfer (automatic),Yes,No internet service,No internet service,No internet service
Yes,No,Train,Female,Fiber optic,0,71.05,472.65,7,No,Month-to-month,1077-HUUJM,Yes,No,No,No,No,Electronic check,Yes,No,No,No
Yes,Yes,Train,Male,Fiber optic,0,85.25,1734.50,20,Yes,Month-to-month,6331-EWIEB,No,No,No,No,No,Electronic check,Yes,No,Yes,No
No,No,Train,Male,No,0,19.45,113.50,6,No,One year,0895-LNKRC,Yes,No internet service,No internet service,No internet service,Yes,Mailed check,Yes,No internet service,No internet service,No internet service
Yes,No phone service,Train,Female,DSL,1,59.45,1884.65,33,No,Month-to-month,2045-BMBTJ,No,Yes,Yes,Yes,No,Bank transfer (automatic),No,Yes,Yes,No
No,Yes,Train,Male,Fiber optic,0,92.20,2568.15,28,No,One year,8417-GSODA,Yes,No,No,No,Yes,Bank transfer (automatic),Yes,Yes,Yes,No
No,No,Test,Male,No,0,19.85,470.00,27,No,Two year,5171-EPLKN,No,No internet service,No internet service,No internet service,No,Credit card (automatic),Yes,No internet service,No internet service,No internet service
No,No,Train,Male,DSL,0,43.90,278.40,7,No,Month-to-month,4452-QIIEB,No,No,No,No,No,Mailed check,Yes,No,No,No
Yes,Yes,Test,Male,Fiber optic,0,80.50,2088.80,26,Yes,Month-to-month,5998-VVEJY,No,No,No,No,No,Electronic check,Yes,No,No,Yes
Yes,Yes,Test,Male,Fiber optic,1,89.80,502.60,5,Yes,Month-to-month,1624-NALOJ,No,No,Yes,No,No,Electronic check,Yes,Yes,No,No
Yes,Yes,Test,Male,Fiber optic,1,90.50,2595.85,30,No,Month-to-month,6741-EGCBI,No,No,No,Yes,No,Credit card (automatic),Yes,Yes,No,No
No,Yes,Train,Male,Fiber optic,0,90.45,5825.50,63,No,One year,7820-ZYGNY,No,No,Yes,No,No,Credit card (automatic),Yes,Yes,No,No
Yes,No,Train,Male,DSL,0,50.75,50.75,1,Yes,Month-to-month,4317-VTEOA,No,No,Yes,No,No,Electronic check,Yes,No,No,No
Yes,Yes,Train,Female,DSL,0,84.60,4449.75,53,No,One year,9677-AVKED,Yes,Yes,Yes,No,No,Electronic check,Yes,Yes,Yes,Yes
Yes,No,Train,Female,Fiber optic,0,89.65,1208.35,14,Yes,Month-to-month,1670-SVOWZ,Yes,No,Yes,No,Yes,Credit card (automatic),Yes,Yes,No,Yes
Yes,No,Test,Female,Fiber optic,0,99.15,1956.40,21,No,Month-to-month,2227-JRSJX,No,No,Yes,No,No,Bank transfer (automatic),Yes,Yes,Yes,Yes
No,No,Train,Male,No,0,19.95,310.60,17,No,One year,9847-HNVGP,No,No internet service,No internet service,No internet service,No,Mailed check,Yes,No internet service,No internet service,No internet service
No,No,Train,Male,No,0,20.50,290.55,16,No,Two year,6696-YDAYZ,Yes,No internet service,No internet service,No internet service,Yes,Mailed check,Yes,No internet service,No internet service,No internet service
Yes,No,Train,Female,DSL,0,62.10,2096.10,35,No,Month-to-month,8980-WQFWL,No,Yes,No,No,No,Electronic check,Yes,Yes,No,No
Yes,No,Train,Female,Fiber optic,1,79.50,2665.00,32,No,Month-to-month,1730-ZMAME,No,No,No,No,No,Electronic check,Yes,Yes,No,No
Yes,No,Train,Female,No,0,19.55,543.80,28,No,Month-to-month,6506-EYCNH,Yes,No internet service,No internet service,No internet service,Yes,Bank transfer (automatic),Yes,No internet service,No internet service,No internet service
Yes,No,Train,Female,No,0,20.35,20.35,1,No,Month-to-month,4634-JLRJT,No,No internet service,No internet service,No internet service,No,Mailed check,Yes,No internet service,No internet service,No internet service
Yes,No phone service,Train,Male,DSL,0,51.70,3005.80,59,No,Month-to-month,9501-UKKNL,No,No,No,No,No,Electronic check,No,Yes,Yes,Yes
Yes,Yes,Train,Female,No,0,23.30,1623.15,72,No,One year,2560-QTSBS,Yes,No internet service,No internet service,No internet service,Yes,Bank transfer (automatic),Yes,No internet service,No internet service,No internet service
Yes,No,Train,Male,DSL,0,65.40,2498.40,36,Yes,One year,7541-YLXCL,No,No,Yes,No,No,Mailed check,Yes,Yes,No,Yes
No,No,Test,Female,DSL,0,65.10,2586.00,40,No,Month-to-month,4795-WRNVT,No,No,Yes,Yes,No,Mailed check,Yes,No,Yes,No
Yes,Yes,Train,Male,Fiber optic,0,81.20,3292.30,40,No,Month-to-month,6080-TCMYC,Yes,Yes,No,No,Yes,Electronic check,Yes,No,No,No
Yes,No,Train,Female,DSL,0,72.90,651.40,9,Yes,Month-to-month,0260-ZDLGK,Yes,Yes,No,No,No,Mailed check,Yes,Yes,Yes,Yes
No,No,Train,Male,DSL,0,74.50,4674.55,63,No,Two year,7860-UXCRM,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,No,Yes,Yes
Yes,No,Train,Female,Fiber optic,0,80.50,232.35,3,No,Month-to-month,6357-JJPQT,No,No,No,No,No,Electronic check,Yes,No,Yes,No
No,No phone service,Train,Male,DSL,0,60.30,2448.50,40,No,One year,2292-XQWSV,Yes,Yes,Yes,No,Yes,Mailed check,No,Yes,Yes,Yes
Yes,No,Train,Male,Fiber optic,0,75.00,658.10,8,No,Month-to-month,9552-TGUZV,No,No,No,Yes,Yes,Mailed check,Yes,No,No,No
No,No,Train,Male,Fiber optic,1,90.15,3128.80,34,No,One year,5913-INRQV,No,No,No,Yes,Yes,Mailed check,Yes,No,Yes,Yes
No,No phone service,Train,Male,DSL,0,40.00,223.45,5,Yes,Month-to-month,8722-NGNBH,No,Yes,No,Yes,No,Mailed check,No,No,No,Yes
Yes,Yes,Train,Male,Fiber optic,1,99.45,919.40,9,Yes,Month-to-month,6210-KBBPI,No,No,Yes,No,No,Credit card (automatic),Yes,Yes,Yes,No
Yes,Yes,Train,Male,DSL,0,69.05,653.95,9,No,Month-to-month,9643-YBLUR,No,Yes,Yes,No,Yes,Credit card (automatic),Yes,Yes,No,No
No,Yes,Train,Male,DSL,0,59.70,1825.50,31,No,Month-to-month,8734-FNWVH,Yes,No,No,No,Yes,Bank transfer (automatic),Yes,Yes,No,No
Yes,No,Test,Female,No,0,19.85,943.10,50,No,One year,9447-YPTBX,No,No internet service,No internet service,No internet service,Yes,Bank transfer (automatic),Yes,No internet service,No internet service,No internet service
Yes,No,Train,Female,Fiber optic,0,86.25,181.65,2,Yes,Month-to-month,0133-BMFZO,No,No,Yes,Yes,No,Electronic check,Yes,No,No,Yes
Yes,No,Train,Female,DSL,0,45.65,45.65,1,Yes,Month-to-month,6128-CZOMY,No,No,No,No,No,Electronic check,Yes,No,No,No
Yes,No,Train,Male,Fiber optic,0,70.10,551.35,8,Yes,Month-to-month,9540-JYROE,No,No,No,No,No,Mailed check,Yes,No,No,No
No,No phone service,Train,Female,DSL,0,40.75,359.40,9,No,Month-to-month,9026-LHEVG,No,No,Yes,No,No,Electronic check,No,Yes,No,No
Yes,No,Train,Female,Fiber optic,1,70.20,115.95,2,Yes,Month-to-month,2260-USTRB,No,No,No,No,No,Bank transfer (automatic),Yes,No,No,No
No,No,Test,Female,DSL,0,55.35,165.20,3,Yes,Month-to-month,3656-TKRVZ,No,No,Yes,Yes,No,Electronic check,Yes,No,No,No
Yes,No,Train,Male,Fiber optic,0,95.70,2338.35,25,No,Month-to-month,7011-CVEUC,No,No,No,No,Yes,Credit card (automatic),Yes,Yes,Yes,Yes
No,No,Train,Male,DSL,1,46.30,46.30,1,No,Month-to-month,6185-TASNN,No,No,No,No,No,Electronic check,Yes,No,No,No
No,Yes,Train,Female,DSL,0,81.30,3541.10,45,No,Month-to-month,7925-PNRGI,Yes,Yes,Yes,Yes,Yes,Mailed check,Yes,No,Yes,Yes
Yes,Yes,Train,Male,Fiber optic,1,84.20,4146.05,51,Yes,Month-to-month,8623-TMRBY,Yes,Yes,Yes,No,Yes,Electronic check,Yes,No,No,No
No,No,Train,Female,No,0,20.00,1087.25,55,No,Month-to-month,1552-CZCLL,Yes,No internet service,No internet service,No internet service,Yes,Credit card (automatic),Yes,No internet service,No internet service,No internet service
Yes,Yes,Train,Female,DSL,0,66.15,2522.40,38,No,Month-to-month,3038-PQIUY,No,Yes,Yes,Yes,No,Bank transfer (automatic),Yes,No,No,No
No,No,Train,Male,DSL,0,45.85,81.00,2,Yes,Month-to-month,1501-SGHBW,No,No,No,No,No,Mailed check,Yes,No,No,No
No,No,Test,Male,No,0,19.60,717.30,38,No,Month-to-month,9313-CDOGY,Yes,No internet service,No internet service,No internet service,Yes,Electronic check,Yes,No internet service,No internet service,No internet service
Yes,No,Test,Male,DSL,0,49.80,1734.20,34,No,Month-to-month,8148-BPLZQ,No,No,Yes,No,No,Electronic check,Yes,No,No,No
Yes,Yes,Train,Female,Fiber optic,0,101.75,7069.30,70,No,One year,2623-DRYAM,No,Yes,No,No,Yes,Electronic check,Yes,Yes,Yes,No
No,No,Train,Female,DSL,0,55.15,742.90,13,No,One year,9987-LUTYD,No,No,No,Yes,No,Mailed check,Yes,No,No,Yes
No,Yes,Train,Male,Fiber optic,0,75.25,3017.65,39,Yes,Month-to-month,3208-YPIOE,No,No,No,No,No,Electronic check,Yes,No,No,No
Yes,Yes,Train,Female,Fiber optic,0,103.95,6423.00,61,No,One year,4488-KQFDT,No,Yes,Yes,No,No,Electronic check,Yes,Yes,Yes,No
Yes,Yes,Test,Female,Fiber optic,0,100.15,1164.30,12,Yes,Month-to-month,2612-RANWT,No,Yes,No,No,No,Bank transfer (automatic),Yes,Yes,Yes,No
Yes,No,Train,Male,Fiber optic,0,99.65,4220.35,41,No,Two year,5693-PIPCS,No,No,Yes,No,No,Credit card (automatic),Yes,Yes,Yes,Yes
Yes,Yes,Test,Male,Fiber optic,0,73.70,1558.70,21,No,Month-to-month,0491-KAPQG,No,No,No,No,No,Electronic check,Yes,No,No,No
Yes,No phone service,Train,Male,DSL,1,50.05,2743.45,55,No,One year,1925-LFCZZ,No,Yes,No,No,No,Bank transfer (automatic),No,Yes,Yes,No
No,No phone service,Train,Male,DSL,0,60.25,4055.50,69,No,Two year,8039-EQPIM,No,Yes,No,Yes,Yes,Bank transfer (automatic),No,Yes,Yes,Yes
No,Yes,Test,Male,Fiber optic,1,105.75,2710.25,26,Yes,Month-to-month,6900-PXRMS,Yes,Yes,Yes,No,Yes,Electronic check,Yes,Yes,Yes,No
No,No,Train,Female,Fiber optic,1,87.30,6055.55,69,No,One year,8707-RMEZH,No,No,Yes,Yes,Yes,Credit card (automatic),Yes,Yes,No,No
Yes,No phone service,Train,Female,DSL,1,48.35,810.70,18,Yes,Month-to-month,3346-BRMIS,No,Yes,No,No,Yes,Electronic check,No,Yes,Yes,No
No,Yes,Train,Male,DSL,0,54.25,2538.20,47,No,Month-to-month,3209-ZPKFI,Yes,No,Yes,No,Yes,Electronic check,Yes,No,No,No
No,No,Train,Female,DSL,0,85.30,6129.20,72,No,Two year,6479-VDGRK,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),Yes,Yes,Yes,Yes
Yes,No phone service,Test,Male,DSL,1,50.00,1750.85,33,No,Month-to-month,9373-WSLOY,No,Yes,Yes,No,Yes,Electronic check,No,No,Yes,Yes
Yes,No phone service,Train,Female,DSL,0,24.40,36.55,2,Yes,Month-to-month,2933-FILNV,Yes,No,No,No,Yes,Mailed check,No,No,No,No
No,Yes,Train,Female,DSL,0,90.95,6652.45,72,No,Two year,3569-JFODW,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,Yes,Yes,Yes
Yes,No,Train,Male,Fiber optic,1,72.25,2575.45,37,No,Month-to-month,9819-FBNSV,No,No,No,No,Yes,Bank transfer (automatic),Yes,No,No,No
Yes,Yes,Test,Female,Fiber optic,1,96.10,6019.35,62,No,Month-to-month,9544-PYPSJ,Yes,Yes,Yes,No,Yes,Credit card (automatic),Yes,Yes,No,No
No,No,Test,Female,No,0,19.85,1379.60,71,No,Two year,1591-XWLGB,No,No internet service,No internet service,No internet service,Yes,Credit card (automatic),Yes,No internet service,No internet service,No internet service
Yes,No,Train,Male,DSL,0,55.30,1284.20,23,No,Month-to-month,0396-UKGAI,Yes,No,Yes,No,No,Bank transfer (automatic),Yes,No,No,Yes
No,No,Train,Female,No,0,20.10,296.15,16,No,One year,3243-ZHOHY,No,No internet service,No internet service,No internet service,No,Mailed check,Yes,No internet service,No internet service,No internet service
Yes,No,Train,Male,DSL,0,69.50,653.25,9,No,Month-to-month,5186-EJEGL,No,Yes,No,Yes,No,Mailed check,Yes,No,Yes,Yes
Yes,Yes,Test,Male,No,0,25.15,412.60,17,No,Two year,7527-QNRUS,Yes,No internet service,No internet service,No internet service,Yes,Mailed check,Yes,No internet service,No internet service,No internet service
No,No,Train,Female,No,0,20.95,85.50,4,Yes,Month-to-month,9986-BONCE,No,No internet service,No internet service,No internet service,No,Bank transfer (automatic),Yes,No internet service,No internet service,No internet service
Yes,No,Train,Female,DSL,1,49.55,49.55,1,Yes,Month-to-month,2722-JMONI,No,No,No,Yes,Yes,Electronic check,Yes,No,No,No
Yes,Yes,Train,Female,Fiber optic,0,79.65,1928.70,24,No,Month-to-month,2203-GHNWN,No,Yes,No,No,Yes,Mailed check,Yes,No,No,No
Yes,No,Test,Female,Fiber optic,1,71.25,71.25,1,No,Month-to-month,3878-AVSOQ,No,No,No,No,No,Electronic check,Yes,No,No,No
No,Yes,Train,Male,Fiber optic,1,113.80,7845.80,72,No,Two year,3258-SYSWS,No,Yes,Yes,Yes,No,Bank transfer (automatic),Yes,Yes,Yes,Yes
No,Yes,Train,Female,No,0,24.55,1750.70,72,No,Two year,5296-PSYVW,No,No internet service,No internet service,No internet service,Yes,Electronic check,Yes,No internet service,No internet service,No internet service
No,No,Train,Female,No,0,19.70,216.20,11,No,Month-to-month,6319-QSUSR,Yes,No internet service,No internet service,No internet service,No,Credit card (automatic),Yes,No internet service,No internet service,No internet service
No,No,Train,Male,No,0,20.25,178.50,9,Yes,Month-to-month,4083-EUGRJ,No,No internet service,No internet service,No internet service,No,Mailed check,Yes,No internet service,No internet service,No internet service
No,No,Test,Female,DSL,1,50.15,115.10,2,Yes,Month-to-month,7579-OOPEC,No,No,Yes,No,Yes,Credit card (automatic),Yes,No,No,No
Yes,Yes,Train,Female,Fiber optic,1,100.50,6029.00,60,No,One year,0512-FLFDW,No,Yes,No,No,Yes,Credit card (automatic),Yes,Yes,Yes,No
Yes,Yes,Train,Male,Fiber optic,1,95.90,2745.20,29,Yes,Month-to-month,1771-OADNZ,No,Yes,Yes,No,Yes,Electronic check,Yes,Yes,No,No
Yes,No,Test,Female,DSL,0,74.45,3721.90,49,No,Two year,0487-CRLZF,No,Yes,No,No,No,Bank transfer (automatic),Yes,Yes,Yes,Yes
Yes,Yes,Train,Female,Fiber optic,1,104.10,3121.10,30,No,Month-to-month,2107-FBPTK,No,Yes,Yes,No,No,Electronic check,Yes,Yes,Yes,No
No,No,Train,Female,No,0,19.05,990.45,53,No,One year,9451-WLYRI,No,No internet service,No internet service,No internet service,Yes,Credit card (automatic),Yes,No internet service,No internet service,No internet service
No,Yes,Train,Male,No,0,25.00,1004.35,39,No,Two year,8219-VYBVI,Yes,No internet service,No internet service,No internet service,No,Mailed check,Yes,No internet service,No internet service,No internet service
No,No,Train,Female,No,0,19.05,157.65,9,No,Month-to-month,1991-VOPLL,No,No internet service,No internet service,No internet service,No,Mailed check,Yes,No internet service,No internet service,No internet service
No,No,Train,Male,Fiber optic,0,81.90,3219.75,39,No,One year,9738-QLWTP,No,Yes,No,No,No,Electronic check,Yes,No,No,Yes
Yes,No,Train,Male,Fiber optic,1,69.70,572.85,8,No,Month-to-month,1016-DJTSV,No,No,No,No,No,Electronic check,Yes,No,No,No
Yes,Yes,Train,Female,Fiber optic,0,90.15,4554.85,51,No,One year,9419-IPPBE,Yes,Yes,No,No,Yes,Electronic check,Yes,Yes,No,No
No,Yes,Train,Male,No,0,25.35,1847.55,71,No,Two year,0174-QRVVY,Yes,No internet service,No internet service,No internet service,Yes,Credit card (automatic),Yes,No internet service,No internet service,No internet service
